Time(sec)	Acceleration (g)	Speed	Position	Scaled position
10.300	0.056215	-0.0046915	0.0070571	23.521
10.320	0.017227	-0.0039571	0.0069707	23.233
10.340	-0.021113	-0.0039959	0.0068911	22.968
10.360	-0.057356	-0.0047806	0.0068034	22.676
10.380	-0.073997	-0.0060942	0.0066946	22.313
10.400	-0.056981	-0.0074039	0.0065596	21.863
10.420	-0.014488	-0.0081186	0.0064044	21.346
10.440	0.0082150	-0.0081814	0.0062414	20.803
10.460	0.017350	-0.0079257	0.0060803	20.266
10.480	0.028380	-0.0074684	0.0059264	19.753
10.500	0.039862	-0.0067860	0.0057839	19.278
10.520	0.044327	-0.0059441	0.0056565	18.853
10.540	0.044171	-0.0050591	0.0055465	18.486
10.560	0.048043	-0.0041369	0.0054546	18.180
10.580	0.048246	-0.0031741	0.0053814	17.936
10.600	0.041581	-0.0022758	0.0053269	17.755
10.620	0.032723	-0.0015328	0.0052889	17.628
10.640	0.027553	-0.00092999	0.0052642	17.546
10.660	0.018233	-0.00047215	0.0052502	17.499
10.680	0.0019800	-0.00027001	0.0052428	17.474
10.700	-0.016054	-0.00041075	0.0052360	17.452
10.720	-0.031184	-0.00088314	0.0052230	17.408
10.740	-0.049951	-0.0016945	0.0051973	17.323
10.760	-0.070535	-0.0028994	0.0051513	17.169
10.780	-0.079835	-0.0044030	0.0050783	16.926
10.800	-0.076137	-0.0059628	0.0049746	16.580
10.820	-0.049764	-0.0072218	0.0048428	16.141
10.840	0.0027160	-0.0076922	0.0046937	15.644
10.860	0.056024	-0.0071049	0.0045457	15.151
10.880	0.096090	-0.0055837	0.0044188	14.728
10.900	0.11923	-0.0034305	0.0043287	14.428
10.920	0.12600	-0.00097818	0.0042846	14.281
10.940	0.10796	0.0013614	0.0042884	14.293
10.960	0.074998	0.0031910	0.0043339	14.445
10.980	0.056131	0.0045022	0.0044109	14.702
11.000	0.039390	0.0054575	0.0045105	15.033
11.020	0.0089740	0.0059411	0.0046245	15.413
11.040	-0.036304	0.0056678	0.0047405	15.800
11.060	-0.084447	0.0044603	0.0048418	16.138
11.080	-0.10589	0.0025570	0.0049120	16.372
11.100	-0.10527	0.00044532	0.0049420	16.472
11.120	-0.068687	-0.0012942	0.0049335	16.443
11.140	-0.014468	-0.0021258	0.0048993	16.329
11.160	0.035194	-0.0019185	0.0048589	16.195
11.180	0.073483	-0.00083173	0.0048314	16.103
11.200	0.087393	0.00077700	0.0048308	16.101
11.220	0.082406	0.0024750	0.0048634	16.210
11.240	0.045537	0.0037544	0.0049256	16.417
11.260	-0.0099650	0.0041102	0.0050043	16.679
11.280	-0.065141	0.0033591	0.0050790	16.928
11.300	-0.086653	0.0018411	0.0051310	17.102
11.320	-0.083451	0.00014014	0.0051508	17.168
11.340	-0.072829	-0.0014227	0.0051380	17.125
11.360	-0.054015	-0.0026911	0.0050968	16.988
11.380	-0.034020	-0.0035715	0.0050342	16.779
11.400	-0.023751	-0.0041492	0.0049570	16.522
11.420	-0.019978	-0.0045865	0.0048696	16.230
11.440	-0.011354	-0.0048998	0.0047748	15.914
11.460	-0.0010430	-0.0050238	0.0046755	15.583
11.480	0.0029120	-0.0050051	0.0045753	15.249
11.500	-0.0045180	-0.0050211	0.0044750	14.915
11.520	-0.018408	-0.0052504	0.0043723	14.573
11.540	-0.024322	-0.0056777	0.0042630	14.209
11.560	-0.018343	-0.0061043	0.0041452	13.816
11.580	-0.014156	-0.0064293	0.0040198	13.398
11.600	-0.011779	-0.0066887	0.0038887	12.961
11.620	-0.011406	-0.0069205	0.0037526	12.507
11.640	-0.011994	-0.0071545	0.0036118	12.038
11.660	-0.015071	-0.0074252	0.0034660	11.552
11.680	-0.015511	-0.0077310	0.0033145	11.047
11.700	-0.0072980	-0.0079591	0.0031576	10.524
11.720	0.0011760	-0.0080203	0.0029978	9.9917
11.740	0.0034170	-0.0079744	0.0028378	9.4584
11.760	-0.0021650	-0.0079619	0.0026785	8.9274
11.780	-0.0082500	-0.0080660	0.0025182	8.3932
11.800	-0.0028280	-0.0081768	0.0023558	7.8519
11.820	0.013880	-0.0080663	0.0021933	7.3103
11.840	0.035149	-0.0075760	0.0020369	6.7890
11.860	0.049889	-0.0067256	0.0018939	6.3124
11.880	0.054587	-0.0056808	0.0017698	5.8987
11.900	0.062199	-0.0045130	0.0016679	5.5591
11.920	0.074362	-0.0031474	0.0015913	5.3038
11.940	0.082494	-0.0015788	0.0015440	5.1462
11.960	0.081299	5.9134e-05	0.0015288	5.0955
11.980	0.074216	0.0016142	0.0015456	5.1515
12.000	0.067414	0.0030306	0.0015920	5.3061
12.020	0.055602	0.0042608	0.0016649	5.5491
12.040	0.040414	0.0052209	0.0017597	5.8651
12.060	0.031274	0.0059378	0.0018713	6.2370
12.080	0.030262	0.0065531	0.0019962	6.6533
12.100	0.027920	0.0071350	0.0021331	7.1096
12.120	0.020144	0.0076156	0.0022806	7.6012
12.140	0.012291	0.0079400	0.0024362	8.1199
12.160	0.0093970	0.0081568	0.0025971	8.6561
12.180	0.0059600	0.0083104	0.0027618	9.2051
12.200	-0.0055930	0.0083141	0.0029281	9.7594
12.220	-0.028281	0.0079753	0.0030910	10.302
12.240	-0.053863	0.0071539	0.0032422	10.806
12.260	-0.072199	0.0058933	0.0033727	11.241
12.280	-0.085112	0.0043202	0.0034748	11.582
12.300	-0.094508	0.0025240	0.0035433	11.810
12.320	-0.087732	0.00070160	0.0035755	11.917
12.340	-0.044207	-0.00061782	0.0035764	11.920
12.360	-0.00078500	-0.0010677	0.0035595	11.864
12.380	0.016966	-0.00090592	0.0035398	11.798
12.400	0.027761	-0.00045866	0.0035261	11.752
12.420	0.038261	0.00020158	0.0035236	11.744
12.440	0.047352	0.0010577	0.0035362	11.786
12.460	0.047806	0.0020093	0.0035668	11.888
12.480	0.035563	0.0028430	0.0036154	12.050
12.500	0.022151	0.0034201	0.0036780	12.259
12.520	0.012380	0.0037654	0.0037498	12.498
12.540	0.0040760	0.0039300	0.0038268	12.755
12.560	0.0033600	0.0040043	0.0039061	13.019
12.580	0.0096370	0.0041343	0.0039875	13.290
12.600	0.016521	0.0043959	0.0040728	13.575
12.620	0.018998	0.0047511	0.0041643	13.880
12.640	0.019159	0.0051327	0.0042631	14.209
12.660	0.017362	0.0054979	0.0043694	14.563
12.680	0.010470	0.0057762	0.0044822	14.939
12.700	0.0028570	0.0059095	0.0045990	15.328
12.720	0.0014190	0.0059522	0.0047177	15.724
12.740	0.0014360	0.0059808	0.0048370	16.122
12.760	-0.0087830	0.0059073	0.0049559	16.518
12.780	-0.031621	0.0055033	0.0050700	16.898
12.800	-0.048597	0.0047011	0.0051720	17.238
12.820	-0.046670	0.0037484	0.0052565	17.520
12.840	-0.022417	0.0030575	0.0053246	17.747
12.860	-0.0021430	0.0028119	0.0053833	17.943
12.880	0.0017360	0.0028079	0.0054395	18.130
12.900	0.0052420	0.0028776	0.0054963	18.319
12.920	0.0099230	0.0030293	0.0055554	18.516
12.940	0.0085660	0.0032142	0.0056178	18.724
12.960	-0.0059850	0.0032400	0.0056824	18.939
12.980	-0.028451	0.0028956	0.0057437	19.144
13.000	-0.046676	0.0021444	0.0057941	19.312
13.020	-0.053257	0.0011450	0.0058270	19.421
13.040	-0.048597	0.00012649	0.0058397	19.464
13.060	-0.040805	-0.00076755	0.0058333	19.442
13.080	-0.036720	-0.0015428	0.0058102	19.365
13.100	-0.031866	-0.0022287	0.0057725	19.240
13.120	-0.023198	-0.0027793	0.0057224	19.073
13.140	-0.015099	-0.0031623	0.0056630	18.875
13.160	-0.014971	-0.0034630	0.0055968	18.654
13.180	-0.024366	-0.0038563	0.0055236	18.410
13.200	-0.030479	-0.0044048	0.0054410	18.135
13.220	-0.029217	-0.0050017	0.0053469	17.821
13.240	-0.026781	-0.0055617	0.0052413	17.469
13.260	-0.027327	-0.0061028	0.0051246	17.080
13.280	-0.024025	-0.0066163	0.0049974	16.656
13.300	-0.0080590	-0.0069372	0.0048619	16.205
13.320	0.0018040	-0.0069997	0.0047225	15.740
13.340	-0.0038540	-0.0070202	0.0045823	15.273
13.360	-0.011749	-0.0071762	0.0044404	14.800
13.380	-0.010315	-0.0073969	0.0042946	14.314
13.400	-0.0021020	-0.0075210	0.0041454	13.817
13.420	0.0075160	-0.0074669	0.0039956	13.317
13.440	0.017421	-0.0072175	0.0038487	12.828
13.460	0.019197	-0.0068514	0.0037080	12.359
13.480	0.0081800	-0.0065776	0.0035737	11.911
13.500	-0.0057810	-0.0065536	0.0034424	11.474
13.520	-0.014282	-0.0067542	0.0033093	11.030
13.540	-0.014605	-0.0070431	0.0031714	10.570
13.560	-0.0094980	-0.0072841	0.0030281	10.093
13.580	0.012065	-0.0072585	0.0028827	9.6080
13.600	0.039509	-0.0067427	0.0027427	9.1414
13.620	0.050337	-0.0058443	0.0026168	8.7218
13.640	0.048229	-0.0048586	0.0025098	8.3652
13.660	0.045385	-0.0039225	0.0024220	8.0725
13.680	0.049852	-0.0029701	0.0023530	7.8425
13.700	0.052598	-0.0019456	0.0023039	7.6789
13.720	0.048611	-0.00093350	0.0022751	7.5829
13.740	0.044367	-3.7385e-06	0.0022657	7.5516
13.760	0.045715	0.00089710	0.0022746	7.5812
13.780	0.040303	0.0017573	0.0023012	7.6699
13.800	0.026902	0.0024293	0.0023431	7.8096
13.820	0.012118	0.0028195	0.0023955	7.9842
13.840	0.00097700	0.0029505	0.0024532	8.1765
13.860	-0.0039630	0.0029206	0.0025120	8.3725
13.880	-0.0059400	0.0028216	0.0025694	8.5638
13.900	-0.012269	0.0026395	0.0026240	8.7458
13.920	-0.029642	0.0022204	0.0026726	8.9078
13.940	-0.047795	0.0014460	0.0027092	9.0298
13.960	-0.057974	0.00038831	0.0027276	9.0911
13.980	-0.056752	-0.00075892	0.0027239	9.0788
14.000	-0.045183	-0.0017783	0.0026985	8.9941
14.020	-0.025365	-0.0024838	0.0026559	8.8521
14.040	-0.0071800	-0.0028092	0.0026030	8.6758
14.060	0.0014360	-0.0028667	0.0025462	8.4865
14.080	0.0025720	-0.0028266	0.0024893	8.2968
14.100	0.0062500	-0.0027384	0.0024336	8.1112
14.120	0.018010	-0.0024958	0.0023813	7.9369
14.140	0.030391	-0.0020118	0.0023362	7.7866
14.160	0.031459	-0.0013933	0.0023021	7.6729
14.180	0.022398	-0.00085469	0.0022797	7.5982
14.200	0.011795	-0.00051277	0.0022660	7.5526
14.220	-0.00039500	-0.00039877	0.0022569	7.5222
14.240	-0.012677	-0.00052949	0.0022476	7.4913
14.260	-0.015914	-0.00081540	0.0022341	7.4463
14.280	-0.0026220	-0.0010008	0.0022160	7.3859
14.300	0.014100	-0.00088598	0.0021971	7.3229
14.320	0.022367	-0.00052131	0.0021830	7.2759
14.340	0.023545	-6.2184e-05	0.0021772	7.2566
14.360	0.023591	0.00040916	0.0021807	7.2683
14.380	0.021285	0.00085793	0.0021934	7.3106
14.400	0.016275	0.0012335	0.0022143	7.3803
14.420	0.0096580	0.0014929	0.0022415	7.4709
14.440	0.00036100	0.0015930	0.0022724	7.5739
14.460	-0.0077480	0.0015192	0.0023035	7.6776
14.480	-0.018504	0.0012567	0.0023313	7.7702
14.500	-0.028008	0.00079153	0.0023518	7.8385
14.520	-0.029158	0.00021986	0.0023619	7.8722
14.540	-0.022919	-0.00030090	0.0023611	7.8695
14.560	-0.020947	-0.00073957	0.0023507	7.8349
14.580	-0.022719	-0.0011762	0.0023315	7.7709
14.600	-0.017546	-0.0015789	0.0023039	7.6789
14.620	-0.010930	-0.0018636	0.0022695	7.5642
14.640	-0.0065220	-0.0020382	0.0022305	7.4343
14.660	-0.010345	-0.0022068	0.0021880	7.2926
14.680	-0.010966	-0.0024199	0.0021418	7.1386
14.700	-0.0082900	-0.0026125	0.0020915	6.9710
14.720	-0.010348	-0.0027989	0.0020373	6.7903
14.740	-0.012298	-0.0030253	0.0019791	6.5963
14.760	-0.010295	-0.0032513	0.0019163	6.3870
14.780	-0.0088940	-0.0034431	0.0018494	6.1641
14.800	-0.013181	-0.0036639	0.0017783	5.9271
14.820	-0.018326	-0.0039790	0.0017019	5.6724
14.840	-0.021497	-0.0043772	0.0016183	5.3938
14.860	-0.020640	-0.0047986	0.0015266	5.0882
14.880	-0.014415	-0.0051491	0.0014271	4.7565
14.900	-0.0052310	-0.0053456	0.0013222	4.4069
14.920	0.0060550	-0.0053373	0.0012153	4.0506
14.940	0.022841	-0.0050484	0.0011115	3.7046
14.960	0.036982	-0.0044501	0.0010165	3.3880
14.980	0.045559	-0.0036248	0.00093573	3.1188
15.000	0.044696	-0.0027222	0.00087226	2.9072
15.020	0.040712	-0.0018681	0.00082636	2.7543
15.040	0.034720	-0.0011138	0.00079654	2.6549
15.060	0.022918	-0.00053739	0.00078003	2.5998
15.080	0.0053930	-0.00025428	0.00077211	2.5734
15.100	-0.012257	-0.00032292	0.00076634	2.5542
15.120	-0.022430	-0.00066979	0.00075641	2.5211
15.140	-0.028567	-0.0011798	0.00073791	2.4595
15.160	-0.033362	-0.0017990	0.00070813	2.3602
15.180	-0.037454	-0.0025072	0.00066506	2.2166
15.200	-0.038771	-0.0032694	0.00060730	2.0241
15.220	-0.033398	-0.0039912	0.00053469	1.7821
15.240	-0.020766	-0.0045328	0.00044945	1.4980
15.260	-0.0038320	-0.0047788	0.00035634	1.1877
15.280	0.0064000	-0.0047531	0.00026102	0.86998
15.300	0.0040450	-0.0046486	0.00016700	0.55661
15.320	-0.0035400	-0.0046436	7.4080e-05	0.24691
15.340	-0.0062480	-0.0047415	-1.9774e-05	-0.065907
15.360	-0.00025300	-0.0048065	-0.00011525	-0.38413
15.380	0.0076640	-0.0047324	-0.00021064	-0.70206
15.400	0.017733	-0.0044784	-0.00030275	-1.0091
15.420	0.024696	-0.0040541	-0.00038808	-1.2935
15.440	0.023050	-0.0035767	-0.00046438	-1.5478
15.460	0.013421	-0.0032119	-0.00053227	-1.7741
15.480	0.0052530	-0.0030252	-0.00059464	-1.9819
15.500	0.0015560	-0.0029571	-0.00065446	-2.1813
15.520	0.0013430	-0.0029281	-0.00071332	-2.3775
15.540	0.0052740	-0.0028619	-0.00077121	-2.5704
15.560	0.010535	-0.0027039	-0.00082687	-2.7560
15.580	0.015885	-0.0024397	-0.00087831	-2.9274
15.600	0.024008	-0.0020407	-0.00092311	-3.0767
15.620	0.032794	-0.0014727	-0.00095825	-3.1938
15.640	0.033913	-0.00080563	-0.00098103	-3.2698
15.660	0.024322	-0.00022330	-0.00099132	-3.3041
15.680	0.010654	0.00012647	-0.00099229	-3.3073
15.700	0.0052440	0.00028545	-0.00098817	-3.2936
15.720	0.0089120	0.00042701	-0.00098104	-3.2698
15.740	0.011243	0.00062856	-0.00097049	-3.2346
15.760	0.0032790	0.00077378	-0.00095646	-3.1879
15.780	-0.0086370	0.00072020	-0.00094153	-3.1381
15.800	-0.016057	0.00047325	-0.00092959	-3.0983
15.820	-0.019586	0.00011683	-0.00092369	-3.0787
15.840	-0.019593	-0.00027497	-0.00092527	-3.0839
15.860	-0.013099	-0.00060188	-0.00093404	-3.1132
15.880	-0.0026020	-0.00075889	-0.00094765	-3.1585
15.900	0.0040480	-0.00074443	-0.00096268	-3.2086
15.920	0.0013830	-0.00069012	-0.00097703	-3.2564
15.940	-0.0039370	-0.00071566	-0.00099108	-3.3033
15.960	0.00018800	-0.00075315	-0.0010058	-3.3523
15.980	0.012189	-0.00062938	-0.0010196	-3.3983
16.000	0.019957	-0.00030792	-0.0010290	-3.4297
16.020	0.023754	0.00012920	-0.0010308	-3.4357
16.040	0.027170	0.00063846	-0.0010231	-3.4100
16.060	0.026488	0.0011750	-0.0010049	-3.3493
16.080	0.019879	0.0016387	-0.00097681	-3.2557
16.100	0.0049780	0.0018873	-0.00094155	-3.1382
16.120	-0.010814	0.0018289	-0.00090439	-3.0143
16.140	-0.020387	0.0015169	-0.00087093	-2.9028
16.160	-0.021997	0.0010931	-0.00084483	-2.8158
16.180	-0.016955	0.00070353	-0.00082686	-2.7559
16.200	-0.0063010	0.00047096	-0.00081512	-2.7168
16.220	0.0053600	0.00046155	-0.00080579	-2.6857
16.240	0.014262	0.00065778	-0.00079460	-2.6484
16.260	0.012645	0.00092685	-0.00077875	-2.5956
16.280	-0.0045820	0.0010075	-0.00075941	-2.5311
16.300	-0.023048	0.00073120	-0.00074202	-2.4732
16.320	-0.030421	0.00019650	-0.00073275	-2.4423
16.340	-0.031645	-0.00042417	-0.00073502	-2.4498
16.360	-0.031548	-0.0010561	-0.00074983	-2.4992
16.380	-0.029256	-0.0016641	-0.00077703	-2.5898
16.400	-0.021547	-0.0021722	-0.00081539	-2.7177
16.420	-0.010380	-0.0024914	-0.00086203	-2.8731
16.440	0.0028750	-0.0025665	-0.00091261	-3.0417
16.460	0.017897	-0.0023588	-0.00096186	-3.2059
16.480	0.025860	-0.0019212	-0.0010047	-3.3487
16.500	0.023123	-0.0014314	-0.0010382	-3.4603
16.520	0.017508	-0.0010250	-0.0010627	-3.5420
16.540	0.015187	-0.00069808	-0.0010800	-3.5996
16.560	0.015851	-0.00038772	-0.0010908	-3.6356
16.580	0.021127	-1.7935e-05	-0.0010949	-3.6493
16.600	0.026167	0.00045502	-0.0010905	-3.6346
16.620	0.027791	0.00099461	-0.0010760	-3.5863
16.640	0.027423	0.0015467	-0.0010506	-3.5016
16.660	0.028870	0.0021097	-0.0010141	-3.3800
16.680	0.030919	0.0027076	-0.00096588	-3.2193
16.700	0.030141	0.0033182	-0.00090562	-3.0184
16.720	0.025668	0.0038762	-0.00083368	-2.7787
16.740	0.017665	0.0043096	-0.00075182	-2.5058
16.760	0.0083530	0.0045697	-0.00066302	-2.2098
16.780	-0.0041270	0.0046120	-0.00057120	-1.9038
16.800	-0.017286	0.0043979	-0.00048111	-1.6035
16.820	-0.025367	0.0039714	-0.00039742	-1.3246
16.840	-0.030080	0.0034169	-0.00032353	-1.0783
16.860	-0.034945	0.0027666	-0.00026170	-0.87225
16.880	-0.035178	0.0020654	-0.00021338	-0.71120
16.900	-0.025481	0.0014588	-0.00017814	-0.59374
16.920	-0.016724	0.0010368	-0.00015318	-0.51055
16.940	-0.011359	0.00075592	-0.00013525	-0.45079
16.960	-0.0030240	0.00061211	-0.00012157	-0.40519
16.980	0.0066080	0.00064795	-0.00010897	-0.36320
17.000	0.013259	0.00084662	-9.4026e-05	-0.31339
17.020	0.013184	0.0011111	-7.4449e-05	-0.24814
17.040	0.013757	0.0013805	-4.9532e-05	-0.16509
17.060	0.016140	0.0016794	-1.8935e-05	-0.063110
17.080	0.018436	0.0020252	1.8112e-05	0.060367
17.100	0.017706	0.0023866	6.2231e-05	0.20742
17.120	0.010178	0.0026655	0.00011275	0.37580
17.140	0.0063200	0.0028304	0.00016771	0.55898
17.160	0.0069980	0.0029636	0.00022565	0.75209
17.180	0.0049580	0.0030832	0.00028612	0.95364
17.200	-0.00068600	0.0031259	0.00034821	1.1606
17.220	-0.0073070	0.0030460	0.00040993	1.3663
17.240	-0.010821	0.0028647	0.00046903	1.5633
17.260	-0.013602	0.0026205	0.00052389	1.7461
17.280	-0.012783	0.0023566	0.00057366	1.9120
17.300	-0.010612	0.0021227	0.00061845	2.0613
17.320	-0.0089160	0.0019274	0.00065895	2.1963
17.340	-0.0066900	0.0017713	0.00069594	2.3196
17.360	-0.0036410	0.0016680	0.00073033	2.4342
17.380	0.00060600	0.0016377	0.00076339	2.5444
17.400	0.0073760	0.0017175	0.00079694	2.6562
17.420	0.014645	0.0019377	0.00083349	2.7780
17.440	0.021410	0.0022983	0.00087585	2.9192
17.460	0.029240	0.0028047	0.00092688	3.0893
17.480	0.034819	0.0034453	0.00098938	3.2976
17.500	0.035371	0.0041472	0.0010653	3.5506
17.520	0.027737	0.0047783	0.0011546	3.8483
17.540	0.016889	0.0052246	0.0012546	4.1816
17.560	0.0068900	0.0054624	0.0013615	4.5379
17.580	-0.00025300	0.0055287	0.0014714	4.9042
17.600	-0.0068820	0.0054574	0.0015812	5.2701
17.620	-0.014773	0.0052408	0.0016882	5.6268
17.640	-0.022033	0.0048728	0.0017893	5.9637
17.660	-0.027760	0.0043749	0.0018818	6.2720
17.680	-0.026899	0.0038283	0.0019639	6.5457
17.700	-0.020830	0.0033510	0.0020357	6.7850
17.720	-0.013203	0.0030107	0.0020993	6.9970
17.740	-0.0061460	0.0028172	0.0021575	7.1909
17.760	0.00025400	0.0027582	0.0022133	7.3769
17.780	0.0016110	0.0027769	0.0022687	7.5616
17.800	-0.0036000	0.0027570	0.0023240	7.7459
17.820	-0.0080710	0.0026403	0.0023780	7.9259
17.840	-0.010253	0.0024570	0.0024289	8.0955
17.860	-0.0083780	0.0022707	0.0024762	8.2532
17.880	-0.0050960	0.0021360	0.0025203	8.4002
17.900	-0.00026900	0.0020823	0.0025625	8.5408
17.920	0.0037120	0.0021168	0.0026045	8.6808
17.940	0.0022740	0.0021766	0.0026474	8.8238
17.960	-0.0026220	0.0021732	0.0026909	8.9688
17.980	-0.0087110	0.0020598	0.0027332	9.1098
18.000	-0.010986	0.0018629	0.0027724	9.2404
18.020	-0.0060710	0.0016923	0.0028080	9.3591
18.040	0.0024080	0.0016556	0.0028415	9.4707
18.060	0.0095760	0.0017755	0.0028758	9.5850
18.080	0.012319	0.0019944	0.0029135	9.7107
18.100	0.0085840	0.0022035	0.0029555	9.8507
18.120	0.0040220	0.0023295	0.0030008	10.002
18.140	0.0049850	0.0024196	0.0030483	10.160
18.160	0.0070440	0.0025399	0.0030979	10.325
18.180	0.0034810	0.0026451	0.0031497	10.498
18.200	-0.0069560	0.0026104	0.0032023	10.673
18.220	-0.016154	0.0023793	0.0032522	10.840
18.240	-0.019947	0.0020183	0.0032962	10.986
18.260	-0.017429	0.0016445	0.0033328	11.108
18.280	-0.0077080	0.0013931	0.0033632	11.210
18.300	0.0020040	0.0013361	0.0033905	11.301
18.320	0.0060350	0.0014165	0.0034180	11.392
18.340	0.0023050	0.0014999	0.0034471	11.489
18.360	-0.0037460	0.0014855	0.0034770	11.589
18.380	-0.0051260	0.0013968	0.0035058	11.685
18.400	-0.0026040	0.0013195	0.0035330	11.775
18.420	-0.0047640	0.0012458	0.0035586	11.861
18.440	-0.010251	0.0010956	0.0035821	11.939
18.460	-0.017748	0.00081567	0.0036012	12.003
18.480	-0.025529	0.00038289	0.0036132	12.043
18.500	-0.027069	-0.00014310	0.0036155	12.050
18.520	-0.017868	-0.00059248	0.0036082	12.026
18.540	0.00010200	-0.00077014	0.0035946	11.981
18.560	0.013053	-0.00063860	0.0035805	11.934
18.580	0.013431	-0.00037376	0.0035704	11.900
18.600	0.0041950	-0.00019749	0.0035646	11.881
18.620	-0.0084030	-0.00023957	0.0035603	11.866
18.640	-0.017694	-0.00050053	0.0035529	11.842
18.660	-0.019849	-0.00087596	0.0035391	11.796
18.680	-0.017366	-0.0012481	0.0035179	11.725
18.700	-0.012202	-0.0015438	0.0034899	11.632
18.720	-0.0087580	-0.0017534	0.0034570	11.522
18.740	-0.0078160	-0.0019191	0.0034203	11.400
18.760	-0.0045210	-0.0020425	0.0033806	11.268
18.780	0.0015910	-0.0020718	0.0033395	11.131
18.800	0.0079450	-0.0019765	0.0032990	10.996
18.820	0.013090	-0.0017661	0.0032616	10.871
18.840	0.019962	-0.0014356	0.0032296	10.764
18.860	0.027620	-0.00095974	0.0032056	10.684
18.880	0.032197	-0.00036162	0.0031924	10.640
18.900	0.034409	0.00030446	0.0031918	10.638
18.920	0.031436	0.00096292	0.0032045	10.681
18.940	0.024601	0.0015233	0.0032294	10.764
18.960	0.017968	0.0019490	0.0032641	10.879
18.980	0.016822	0.0022969	0.0033065	11.021
19.000	0.019133	0.0026564	0.0033561	11.186
19.020	0.018696	0.0030347	0.0034130	11.376
19.040	0.016036	0.0033821	0.0034772	11.590
19.060	0.010897	0.0036514	0.0035475	11.824
19.080	0.0058310	0.0038187	0.0036222	12.073
19.100	0.0039090	0.0039161	0.0036995	12.330
19.120	0.0037870	0.0039930	0.0037786	12.594
19.140	0.0040430	0.0040713	0.0038593	12.863
19.160	0.0018600	0.0041303	0.0039413	13.136
19.180	-0.0033100	0.0041158	0.0040238	13.411
19.200	-0.0085220	0.0039975	0.0041049	13.682
19.220	-0.013350	0.0037788	0.0041826	13.941
19.240	-0.017857	0.0034667	0.0042551	14.182
19.260	-0.023535	0.0030528	0.0043203	14.400
19.280	-0.025561	0.0025618	0.0043764	14.587
19.300	-0.021213	0.0020941	0.0044230	14.742
19.320	-0.014938	0.0017326	0.0044613	14.870
19.340	-0.011012	0.0014731	0.0044933	14.976
19.360	-0.0087500	0.0012755	0.0045208	15.068
19.380	-0.0048320	0.0011397	0.0045450	15.148
19.400	-0.0019630	0.0010717	0.0045671	15.222
19.420	-0.0020580	0.0010315	0.0045881	15.292
19.440	-0.00096200	0.0010013	0.0046084	15.360
19.460	0.0019940	0.0010116	0.0046286	15.427
19.480	0.0077730	0.0011093	0.0046498	15.498
19.500	0.011041	0.0012974	0.0046738	15.578
19.520	0.0073210	0.0014811	0.0047016	15.670
19.540	0.0043720	0.0015980	0.0047324	15.773
19.560	0.0037410	0.0016791	0.0047652	15.882
19.580	0.00091700	0.0017257	0.0047992	15.996
19.600	-0.0051440	0.0016834	0.0048333	16.109
19.620	-0.0085420	0.0015466	0.0048656	16.217
19.640	-0.0067480	0.0013937	0.0048950	16.315
19.660	-0.0024550	0.0013017	0.0049220	16.405
19.680	3.9000e-05	0.0012775	0.0049478	16.491
19.700	-0.0014900	0.0012630	0.0049732	16.576
19.720	-0.0035550	0.0012125	0.0049979	16.658
19.740	-0.0051490	0.0011255	0.0050213	16.736
19.760	-0.010108	0.00097292	0.0050423	16.806
19.780	-0.017849	0.00069334	0.0050590	16.862
19.800	-0.024166	0.00027322	0.0050686	16.894
19.820	-0.029271	-0.00026116	0.0050688	16.894
19.840	-0.031409	-0.00086797	0.0050575	16.857
19.860	-0.027890	-0.0014610	0.0050342	16.779
19.880	-0.022199	-0.0019618	0.0049999	16.665
19.900	-0.019182	-0.0023757	0.0049566	16.520
19.920	-0.014799	-0.0027155	0.0049057	16.351
19.940	-0.0062340	-0.0029258	0.0048492	16.162
19.960	0.0021730	-0.0029664	0.0047903	15.966
19.980	0.0094070	-0.0028506	0.0047322	15.772
20.000	0.017122	-0.0025853	0.0046778	15.591
20.020	0.022323	-0.0021909	0.0046300	15.432
20.040	0.022534	-0.0017423	0.0045907	15.301
20.060	0.017841	-0.0013386	0.0045599	15.198
20.080	0.012781	-0.0010323	0.0045362	15.119
20.100	0.011895	-0.00078556	0.0045180	15.058
20.120	0.014300	-0.00052360	0.0045049	15.015
20.140	0.019107	-0.00018956	0.0044978	14.991
20.160	0.023973	0.00024125	0.0044983	14.993
20.180	0.028059	0.00076158	0.0045083	15.026
20.200	0.029575	0.0013379	0.0045293	15.096
20.220	0.027235	0.0019060	0.0045618	15.204
20.240	0.022864	0.0024070	0.0046049	15.348
20.260	0.022601	0.0028617	0.0046576	15.524
20.280	0.025853	0.0033462	0.0047197	15.731
20.300	0.028768	0.0038924	0.0047920	15.972
20.320	0.027494	0.0044550	0.0048755	16.250
20.340	0.021588	0.0049458	0.0049695	16.563
20.360	0.013438	0.0052961	0.0050719	16.905
20.380	0.0048010	0.0054785	0.0051797	17.264
20.400	0.00062200	0.0055327	0.0052898	17.631
20.420	-0.0058640	0.0054803	0.0053999	17.998
20.440	-0.015560	0.0052661	0.0055074	18.356
20.460	-0.024202	0.0048685	0.0056087	18.694
20.480	-0.028152	0.0043449	0.0057009	19.001
20.500	-0.026046	0.0038029	0.0057823	19.272
20.520	-0.018789	0.0033546	0.0058539	19.511
20.540	-0.010329	0.0030634	0.0059181	19.725
20.560	-0.0025450	0.0029346	0.0059781	19.925
