Time(sec)	Acceleration (g)	Speed	Position	Scaled position
20.580	-0.00098900	0.0028993	0.0060364	20.119
20.600	-0.0070200	0.0028192	0.0060936	20.310
20.620	-0.013098	0.0026180	0.0061480	20.491
20.640	-0.016922	0.0023178	0.0061973	20.656
20.660	-0.021967	0.0019289	0.0062398	20.797
20.680	-0.025893	0.0014503	0.0062736	20.910
20.700	-0.021009	0.00098130	0.0062979	20.991
20.720	-0.013497	0.00063627	0.0063141	21.045
20.740	-0.0080610	0.00042068	0.0063247	21.080
20.760	-0.0052380	0.00028769	0.0063317	21.104
20.780	-0.0030970	0.00020434	0.0063367	21.120
20.800	-0.0020370	0.00015300	0.0063402	21.132
20.820	-0.0034860	9.7772e-05	0.0063427	21.140
20.840	-0.0026910	3.6000e-05	0.0063441	21.145
20.860	-0.0012320	-3.2304e-06	0.0063444	21.146
20.880	-0.0034800	-5.0347e-05	0.0063439	21.144
20.900	-0.0048220	-0.00013337	0.0063420	21.138
20.920	-0.0027290	-0.00020888	0.0063386	21.127
20.940	0.0020500	-0.00021567	0.0063344	21.113
20.960	0.0081760	-0.00011342	0.0063311	21.102
20.980	0.012076	8.9106e-05	0.0063308	21.101
21.000	0.011596	0.00032583	0.0063350	21.115
21.020	0.0084220	0.00052602	0.0063435	21.143
21.040	0.0064060	0.00067430	0.0063555	21.183
21.060	0.0016880	0.00075523	0.0063698	21.231
21.080	-0.0026070	0.00074604	0.0063848	21.281
21.100	-0.0057560	0.00066241	0.0063989	21.328
21.120	-0.0097820	0.00050703	0.0064106	21.367
21.140	-0.0088720	0.00032050	0.0064189	21.394
21.160	-0.0073160	0.00015862	0.0064237	21.410
21.180	-0.0053200	3.2255e-05	0.0064256	21.417
21.200	-0.0043850	-6.4797e-05	0.0064252	21.415
21.220	-0.0048280	-0.00015692	0.0064230	21.408
21.240	-0.0066540	-0.00027174	0.0064187	21.394
21.260	-0.0074700	-0.00041299	0.0064119	21.371
21.280	-0.0047880	-0.00053557	0.0064024	21.339
21.300	-0.0044610	-0.00062805	0.0063908	21.301
21.320	-0.0042670	-0.00071533	0.0063773	21.256
21.340	-0.0075010	-0.00083302	0.0063619	21.204
21.360	-0.010266	-0.0010107	0.0063434	21.143
21.380	-0.010425	-0.0012176	0.0063211	21.068
21.400	-0.0087080	-0.0014089	0.0062949	20.981
21.420	-0.0047180	-0.0015432	0.0062653	20.882
21.440	-0.0020310	-0.0016107	0.0062338	20.777
21.460	-0.0014200	-0.0016452	0.0062013	20.669
21.480	-0.0018920	-0.0016783	0.0061680	20.558
21.500	0.0012150	-0.0016851	0.0061344	20.446
21.520	0.0060520	-0.0016124	0.0061014	20.336
21.540	0.011076	-0.0014411	0.0060709	20.234
21.560	0.013298	-0.0011974	0.0060445	20.146
21.580	0.011312	-0.00095129	0.0060230	20.075
21.600	0.0070630	-0.00076754	0.0060058	20.017
21.620	0.0029740	-0.00066716	0.0059915	19.970
21.640	0.0040780	-0.00059665	0.0059788	19.927
21.660	0.0025780	-0.00053009	0.0059676	19.890
21.680	5.6000e-05	-0.00050375	0.0059572	19.855
21.700	-0.0012770	-0.00051596	0.0059470	19.821
21.720	-0.0050780	-0.00057950	0.0059361	19.785
21.740	-0.0061810	-0.00069209	0.0059234	19.743
21.760	-0.0035750	-0.00078966	0.0059085	19.693
21.780	-0.00080700	-0.00083348	0.0058923	19.639
21.800	-0.0013540	-0.00085509	0.0058754	19.583
21.820	-0.0029780	-0.00089841	0.0058579	19.524
21.840	-0.0055870	-0.00098406	0.0058391	19.462
21.860	-0.0075170	-0.0011151	0.0058181	19.392
21.880	-0.0077940	-0.0012682	0.0057942	19.312
21.900	-0.0064670	-0.0014108	0.0057674	19.223
21.920	-0.0071360	-0.0015468	0.0057379	19.124
21.940	-0.011173	-0.0017299	0.0057051	19.015
21.960	-0.014716	-0.0019888	0.0056679	18.891
21.980	-0.0096700	-0.0022327	0.0056257	18.750
22.000	0.0016290	-0.0023131	0.0055802	18.599
22.020	0.0071120	-0.0022257	0.0055348	18.447
22.040	0.0068510	-0.0020860	0.0054917	18.304
22.060	0.0032060	-0.0019855	0.0054510	18.168
22.080	-0.0018540	-0.0019720	0.0054114	18.036
22.100	-0.0087290	-0.0020778	0.0053709	17.901
22.120	-0.0080390	-0.0022455	0.0053277	17.757
22.140	-0.0043870	-0.0023697	0.0052816	17.604
22.160	-0.00079500	-0.0024216	0.0052336	17.444
22.180	0.00082700	-0.0024212	0.0051852	17.282
22.200	-0.00090900	-0.0024221	0.0051368	17.121
22.220	-0.00030800	-0.0024342	0.0050882	16.959
22.240	-0.0013150	-0.0024505	0.0050394	16.796
22.260	-0.0029420	-0.0024930	0.0049899	16.631
22.280	-0.0016920	-0.0025394	0.0049396	16.464
22.300	-0.00014700	-0.0025578	0.0048886	16.294
22.320	-2.2000e-05	-0.0025594	0.0048375	16.123
22.340	-0.0027320	-0.0025870	0.0047860	15.952
22.360	-0.0085080	-0.0026994	0.0047331	15.775
22.380	-0.0093730	-0.0028782	0.0046774	15.590
22.400	-0.0081810	-0.0030537	0.0046181	15.392
22.420	-0.0094490	-0.0032300	0.0045552	15.182
22.440	-0.011878	-0.0034433	0.0044885	14.960
22.460	-0.0080250	-0.0036423	0.0044176	14.724
22.480	-0.0031460	-0.0037540	0.0043437	14.478
22.500	-0.0041500	-0.0038270	0.0042679	14.225
22.520	-0.0048360	-0.0039169	0.0041904	13.967
22.540	-0.0040090	-0.0040053	0.0041112	13.703
22.560	-0.0080460	-0.0041258	0.0040299	13.432
22.580	-0.010188	-0.0043082	0.0039455	13.150
22.600	-0.0059970	-0.0044700	0.0038578	12.858
22.620	0.00010500	-0.0045290	0.0037678	12.558
22.640	0.0063050	-0.0044649	0.0036778	12.258
22.660	0.011268	-0.0042891	0.0035903	11.966
22.680	0.018058	-0.0039959	0.0035074	11.690
22.700	0.021106	-0.0036042	0.0034314	11.437
22.720	0.017175	-0.0032214	0.0033632	11.210
22.740	0.0095880	-0.0029538	0.0033014	11.004
22.760	0.0050620	-0.0028073	0.0032438	10.812
22.780	0.0038240	-0.0027184	0.0031886	10.628
22.800	0.0037350	-0.0026429	0.0031350	10.449
22.820	0.0054400	-0.0025511	0.0030830	10.276
22.840	0.0043340	-0.0024534	0.0030330	10.109
22.860	-0.0014950	-0.0024250	0.0029842	9.9463
22.880	-0.0076250	-0.0025162	0.0029348	9.7817
22.900	-0.0030860	-0.0026233	0.0028834	9.6104
22.920	0.0061580	-0.0025926	0.0028312	9.4364
22.940	0.011694	-0.0024140	0.0027811	9.2694
22.960	0.010163	-0.0021955	0.0027351	9.1161
22.980	0.0095860	-0.0019980	0.0026931	8.9761
23.000	0.010559	-0.0017965	0.0026552	8.8498
23.020	0.0058190	-0.0016327	0.0026209	8.7355
23.040	0.0015010	-0.0015595	0.0025890	8.6291
23.060	-0.0045180	-0.0015897	0.0025575	8.5241
23.080	-0.013135	-0.0017662	0.0025239	8.4122
23.100	-0.023778	-0.0021354	0.0024849	8.2822
23.120	-0.028681	-0.0026600	0.0024369	8.1222
23.140	-0.024780	-0.0031946	0.0023784	7.9272
23.160	-0.015578	-0.0035981	0.0023105	7.7009
23.180	-0.0028310	-0.0037822	0.0022367	7.4549
23.200	0.0084670	-0.0037259	0.0021616	7.2046
23.220	0.016747	-0.0034738	0.0020896	6.9646
23.240	0.023829	-0.0030680	0.0020242	6.7467
23.260	0.027286	-0.0025568	0.0019679	6.5590
23.280	0.023970	-0.0020443	0.0019219	6.4057
23.300	0.014872	-0.0016559	0.0018849	6.2824
23.320	0.0053010	-0.0014541	0.0018538	6.1787
23.340	-0.0031570	-0.0014327	0.0018249	6.0824
23.360	-0.0054820	-0.0015191	0.0017954	5.9841
23.380	-0.0038430	-0.0016123	0.0017641	5.8797
23.400	-0.0030240	-0.0016810	0.0017312	5.7701
23.420	-0.00049600	-0.0017162	0.0016972	5.6568
23.440	0.0038220	-0.0016829	0.0016632	5.5434
23.460	0.0081030	-0.0015637	0.0016307	5.4351
23.480	0.0094550	-0.0013881	0.0016012	5.3368
23.500	0.010023	-0.0011933	0.0015754	5.2508
23.520	0.0076410	-0.0010167	0.0015533	5.1771
23.540	0.0068520	-0.00087175	0.0015344	5.1142
23.560	0.0080390	-0.00072285	0.0015185	5.0612
23.580	0.010892	-0.00053353	0.0015059	5.0192
23.600	0.011662	-0.00030799	0.0014975	4.9912
23.620	0.0078800	-0.00011256	0.0014933	4.9772
23.640	0.0028570	-5.2010e-06	0.0014921	4.9732
23.660	-0.0031070	-7.7011e-06	0.0014920	4.9728
23.680	-0.0070320	-0.00010909	0.0014908	4.9688
23.700	-0.0088260	-0.00026768	0.0014871	4.9565
23.720	-0.0081000	-0.00043692	0.0014800	4.9328
23.740	-0.0073050	-0.00059098	0.0014697	4.8985
23.760	-0.0088880	-0.00075291	0.0014563	4.8538
23.780	-0.0085880	-0.00092768	0.0014395	4.7979
23.800	-0.0059160	-0.0010727	0.0014195	4.7312
23.820	-0.00018600	-0.0011337	0.0013974	4.6575
23.840	0.0046640	-0.0010889	0.0013752	4.5835
23.860	0.0073450	-0.00096885	0.0013546	4.5149
23.880	0.0050670	-0.00084474	0.0013365	4.4546
23.900	0.00072500	-0.00078682	0.0013202	4.4002
23.920	-0.0016530	-0.00079610	0.0013043	4.3472
23.940	0.0026740	-0.00078589	0.0012885	4.2946
23.960	0.017777	-0.00058140	0.0012748	4.2489
23.980	0.031810	-8.5514e-05	0.0012682	4.2269
24.000	0.027311	0.00050571	0.0012724	4.2409
24.020	0.0053210	0.00083204	0.0012857	4.2852
24.040	-0.0080090	0.00080516	0.0013021	4.3399
24.060	-0.0068210	0.00065687	0.0013167	4.3886
24.080	0.00096600	0.00059832	0.0013293	4.4306
24.100	0.0087860	0.00069584	0.0013422	4.4736
24.120	0.016540	0.00094910	0.0013587	4.5285
24.140	0.016861	0.0012831	0.0013810	4.6029
24.160	0.012926	0.0015810	0.0014096	4.6982
24.180	0.011308	0.0018233	0.0014437	4.8119
24.200	0.0073510	0.0020099	0.0014820	4.9395
24.220	0.0030340	0.0021137	0.0015233	5.0772
24.240	0.0071820	0.0022159	0.0015666	5.2215
24.260	0.014246	0.0024302	0.0016130	5.3761
24.280	0.011697	0.0026896	0.0016642	5.5468
24.300	0.0039090	0.0028457	0.0017196	5.7314
24.320	-0.0032190	0.0028526	0.0017765	5.9211
24.340	-0.012621	0.0026942	0.0018320	6.1061
24.360	-0.021487	0.0023531	0.0018825	6.2744
24.380	-0.026387	0.0018744	0.0019248	6.4154
24.400	-0.023195	0.0013786	0.0019573	6.5237
24.420	-0.015149	0.00099510	0.0019810	6.6027
24.440	-0.0050140	0.00079347	0.0019989	6.6623
24.460	0.0018500	0.00076183	0.0020145	6.7143
24.480	-0.00047800	0.00077555	0.0020298	6.7653
24.500	-0.0047020	0.00072375	0.0020448	6.8153
24.520	-0.0059740	0.00061699	0.0020582	6.8600
24.540	-0.0025920	0.00053133	0.0020697	6.8983
24.560	0.0031350	0.00053676	0.0020804	6.9340
24.580	0.0044950	0.00061306	0.0020919	6.9723
24.600	0.0033140	0.00069115	0.0021049	7.0156
24.620	0.0041890	0.00076618	0.0021195	7.0643
24.640	0.0090140	0.00089820	0.0021362	7.1200
24.660	0.011832	0.0011067	0.0021562	7.1866
24.680	0.0094720	0.0013197	0.0021805	7.2676
24.700	0.010659	0.0015210	0.0022089	7.3623
24.720	0.012251	0.0017501	0.0022416	7.4713
24.740	0.011818	0.0019908	0.0022790	7.5959
24.760	0.0063960	0.0021729	0.0023206	7.7346
24.780	-8.0000e-05	0.0022361	0.0023647	7.8815
24.800	-0.0084470	0.0021508	0.0024086	8.0279
24.820	-0.011817	0.0019482	0.0024496	8.1645
24.840	-0.0083550	0.0017465	0.0024865	8.2875
24.860	-0.0031170	0.0016318	0.0025203	8.4002
24.880	-0.00050500	0.0015955	0.0025526	8.5078
24.900	-0.0056800	0.0015337	0.0025839	8.6121
24.920	-0.011341	0.0013635	0.0026129	8.7088
24.940	-0.015217	0.0010979	0.0026375	8.7908
24.960	-0.017363	0.00077211	0.0026562	8.8531
24.980	-0.015446	0.00044401	0.0026683	8.8934
25.000	-0.010242	0.00018713	0.0026746	8.9144
25.020	-0.0086150	-1.4484e-06	0.0026765	8.9208
25.040	-0.0065650	-0.00015325	0.0026750	8.9158
25.060	-0.0033990	-0.00025288	0.0026709	8.9021
25.080	-0.00028800	-0.00028976	0.0026655	8.8841
25.100	0.0010750	-0.00028189	0.0026598	8.8651
25.120	0.0023670	-0.00024746	0.0026545	8.8474
25.140	0.0047200	-0.00017660	0.0026502	8.8331
25.160	0.0028040	-0.00010136	0.0026474	8.8238
25.180	-0.00028000	-7.6117e-05	0.0026457	8.8181
25.200	0.0010310	-6.8607e-05	0.0026442	8.8131
25.220	0.0042570	-1.5731e-05	0.0026434	8.8105
25.240	0.0059000	8.5841e-05	0.0026441	8.8128
25.260	0.010119	0.00024603	0.0026474	8.8238
25.280	0.010106	0.00044829	0.0026543	8.8468
25.300	0.0085580	0.00063492	0.0026652	8.8831
25.320	0.0048400	0.00076890	0.0026792	8.9298
25.340	-0.0017690	0.00079961	0.0026949	8.9821
25.360	-0.0068180	0.00071374	0.0027100	9.0324
25.380	-0.0087960	0.00055761	0.0027227	9.0748
25.400	-0.0083280	0.00038637	0.0027322	9.1064
25.420	-0.0075380	0.00022770	0.0027383	9.1268
25.440	-0.0063890	8.8428e-05	0.0027415	9.1374
25.460	-0.0048710	-2.4163e-05	0.0027421	9.1394
25.480	-0.0033850	-0.00010673	0.0027408	9.1351
25.500	-0.0026610	-0.00016719	0.0027381	9.1261
25.520	0.0046510	-0.00014729	0.0027349	9.1154
25.540	0.013371	3.2938e-05	0.0027338	9.1118
25.560	0.016705	0.00033368	0.0027375	9.1241
25.580	0.015008	0.00065081	0.0027473	9.1568
25.600	0.010638	0.00090728	0.0027629	9.2087
25.620	0.0047120	0.0010608	0.0027826	9.2744
25.640	-0.00021600	0.0011057	0.0028042	9.3464
25.660	-0.0034430	0.0010691	0.0028260	9.4191
25.680	-0.0057470	0.00097725	0.0028464	9.4871
25.700	-0.0032280	0.00088749	0.0028651	9.5494
25.720	0.00084000	0.00086362	0.0028826	9.6077
25.740	0.0051240	0.00092326	0.0029005	9.6674
25.760	0.0072930	0.0010474	0.0029202	9.7330
25.780	0.0097020	0.0012174	0.0029428	9.8084
25.800	0.012022	0.0014346	0.0029693	9.8967
25.820	0.010589	0.0016607	0.0030003	10.000
25.840	0.0065860	0.0018325	0.0030352	10.116
25.860	0.0019550	0.0019179	0.0030727	10.241
25.880	-0.00093500	0.0019281	0.0031112	10.370
25.900	0.0018100	0.0019368	0.0031498	10.498
25.920	0.0076320	0.0020313	0.0031895	10.631
25.940	0.012105	0.0022286	0.0032321	10.773
25.960	0.014354	0.0024932	0.0032793	10.930
25.980	0.012563	0.0027624	0.0033319	11.105
26.000	0.0071530	0.0029595	0.0033891	11.296
26.020	0.0015900	0.0030470	0.0034492	11.496
26.040	-0.0017270	0.0030456	0.0035101	11.699
26.060	-0.0044850	0.0029835	0.0035704	11.900
26.080	-0.0091440	0.0028472	0.0036287	12.094
26.100	-0.012545	0.0026303	0.0036835	12.277
26.120	-0.011559	0.0023893	0.0037337	12.444
26.140	-0.0098550	0.0021751	0.0037793	12.596
26.160	-0.0088580	0.0019880	0.0038209	12.735
26.180	-0.0090580	0.0018088	0.0038589	12.862
26.200	-0.0096090	0.0016222	0.0038932	12.976
26.220	-0.011232	0.0014138	0.0039236	13.077
26.240	-0.013792	0.0011635	0.0039494	13.163
26.260	-0.013889	0.00088671	0.0039699	13.232
26.280	-0.013257	0.00061524	0.0039849	13.282
26.300	-0.011365	0.00036904	0.0039947	13.314
26.320	-0.0063460	0.00019192	0.0040003	13.333
26.340	-0.0011490	0.00011697	0.0040034	13.343
26.360	0.0025130	0.00013061	0.0040059	13.352
26.380	0.0052240	0.00020798	0.0040093	13.363
26.400	0.0078270	0.00033849	0.0040147	13.381
26.420	0.0064270	0.00048103	0.0040229	13.408
26.440	0.0043940	0.00058925	0.0040336	13.444
26.460	0.00031900	0.00063637	0.0040459	13.485
26.480	-0.0015290	0.00062427	0.0040585	13.527
26.500	-0.0047320	0.00056166	0.0040704	13.567
26.520	-0.0073610	0.00044073	0.0040804	13.600
26.540	-0.0061310	0.00030580	0.0040879	13.625
26.560	-0.0067010	0.00017749	0.0040927	13.641
26.580	-0.0074860	3.5620e-05	0.0040948	13.648
26.600	-0.010492	-0.00014416	0.0040937	13.644
26.620	-0.012781	-0.00037690	0.0040885	13.627
26.640	-0.014190	-0.00064659	0.0040783	13.593
26.660	-0.014553	-0.00093403	0.0040625	13.540
26.680	-0.013617	-0.0012157	0.0040410	13.469
26.700	-0.012905	-0.0014810	0.0040140	13.379
26.720	-0.010759	-0.0017176	0.0039820	13.272
26.740	-0.0079090	-0.0019043	0.0039458	13.151
26.760	-0.0063080	-0.0020464	0.0039063	13.020
26.780	-0.0033500	-0.0021430	0.0038644	12.880
26.800	0.00059700	-0.0021705	0.0038213	12.736
26.820	0.0067270	-0.0020973	0.0037786	12.594
26.840	0.0097240	-0.0019328	0.0037383	12.460
26.860	0.0087450	-0.0017481	0.0037015	12.337
26.880	0.0060020	-0.0016006	0.0036680	12.225
26.900	0.0040050	-0.0015006	0.0036370	12.122
26.920	0.0054000	-0.0014065	0.0036079	12.025
26.940	0.0076890	-0.0012756	0.0035811	11.936
26.960	0.010591	-0.0010928	0.0035574	11.857
26.980	0.010958	-0.00087734	0.0035377	11.791
27.000	0.0063160	-0.00070460	0.0035219	11.738
27.020	0.00092800	-0.00063216	0.0035085	11.694
27.040	-0.00023300	-0.00062521	0.0034959	11.652
27.060	0.0018930	-0.00060861	0.0034836	11.611
27.080	0.0062710	-0.00052696	0.0034723	11.573
27.100	0.010309	-0.00036116	0.0034634	11.544
27.120	0.011175	-0.00014632	0.0034583	11.527
27.140	0.0099770	6.5189e-05	0.0034575	11.524
27.160	0.0079500	0.00024446	0.0034606	11.534
27.180	0.0062490	0.00038646	0.0034669	11.555
27.200	0.0049470	0.00049842	0.0034757	11.585
27.220	0.0015260	0.00056314	0.0034864	11.620
27.240	0.0011990	0.00059039	0.0034979	11.659
27.260	-0.0017460	0.00058492	0.0035096	11.697
27.280	-0.0051080	0.00051638	0.0035207	11.734
27.300	-0.0055520	0.00040979	0.0035299	11.765
27.320	-0.0048770	0.00030550	0.0035371	11.789
27.340	-0.0037740	0.00021899	0.0035423	11.806
27.360	-0.0024310	0.00015693	0.0035461	11.819
27.380	-0.00096300	0.00012300	0.0035489	11.828
27.400	-0.0016450	9.6917e-05	0.0035511	11.836
27.420	-0.0019780	6.0686e-05	0.0035527	11.841
27.440	-0.00083600	3.2545e-05	0.0035536	11.844
27.460	0.0017800	4.1985e-05	0.0035543	11.846
27.480	0.0044630	0.00010442	0.0035558	11.851
27.500	0.0048580	0.00019763	0.0035588	11.861
27.520	0.0048210	0.00029442	0.0035637	11.878
27.540	0.0048640	0.00039127	0.0035706	11.901
27.560	0.0043590	0.00048350	0.0035793	11.930
27.580	0.0050400	0.00057749	0.0035900	11.965
27.600	0.0041680	0.00066957	0.0036024	12.007
27.620	0.0044780	0.00075603	0.0036167	12.054
27.640	0.0038290	0.00083910	0.0036326	12.107
27.660	-0.00097900	0.00086760	0.0036497	12.164
27.680	-0.0061130	0.00079668	0.0036663	12.220
27.700	-0.0086710	0.00064883	0.0036808	12.268
27.720	-0.0085990	0.00047614	0.0036920	12.305
27.740	-0.0089440	0.00030071	0.0036998	12.331
27.760	-0.010905	0.00010222	0.0037038	12.345
27.780	-0.013465	-0.00014149	0.0037034	12.343
27.800	-0.014955	-0.00042567	0.0036978	12.325
27.820	-0.013670	-0.00071193	0.0036864	12.287
27.840	-0.0086300	-0.00093493	0.0036699	12.232
27.860	-0.0025010	-0.0010462	0.0036501	12.166
27.880	0.0018490	-0.0010528	0.0036291	12.096
27.900	0.0033470	-0.0010008	0.0036086	12.027
27.920	0.0017320	-0.00095001	0.0035891	11.962
27.940	0.00096800	-0.00092301	0.0035704	11.900
27.960	0.0012640	-0.00090069	0.0035521	11.839
27.980	0.0039130	-0.00084892	0.0035346	11.781
28.000	0.0069170	-0.00074062	0.0035187	11.728
28.020	0.0082550	-0.00058889	0.0035054	11.683
28.040	0.011724	-0.00038910	0.0034957	11.651
28.060	0.013132	-0.00014056	0.0034904	11.634
28.080	0.014987	0.00014064	0.0034904	11.634
28.100	0.013842	0.00042894	0.0034961	11.653
28.120	0.013460	0.00070196	0.0035074	11.690
28.140	0.011955	0.00095609	0.0035239	11.745
28.160	0.0094070	0.0011697	0.0035452	11.816
28.180	0.010921	0.0013730	0.0035706	11.901
28.200	0.011394	0.0015962	0.0036003	12.000
28.220	0.011756	0.0018276	0.0036346	12.114
28.240	0.011040	0.0020556	0.0036734	12.243
28.260	0.0085940	0.0022520	0.0037165	12.387
28.280	0.0035970	0.0023739	0.0037627	12.541
28.300	-0.00074500	0.0024024	0.0038105	12.700
28.320	-0.0043690	0.0023512	0.0038580	12.859
28.340	-0.0076430	0.0022311	0.0039038	13.011
28.360	-0.0093260	0.0020614	0.0039468	13.155
28.380	-0.0098270	0.0018699	0.0039861	13.286
28.400	-0.011733	0.0016543	0.0040213	13.403
28.420	-0.012613	0.0014108	0.0040520	13.505
28.440	-0.012424	0.0011605	0.0040777	13.591
28.460	-0.011681	0.00091943	0.0040985	13.660
28.480	-0.0092960	0.00070965	0.0041148	13.715
28.500	-0.0075450	0.00054124	0.0041273	13.756
28.520	-0.0089560	0.00037623	0.0041365	13.787
28.540	-0.0074190	0.00021247	0.0041424	13.807
28.560	-0.0069540	6.8753e-05	0.0041452	13.816
28.580	-0.0083300	-8.4091e-05	0.0041450	13.815
28.600	-0.0081570	-0.00024896	0.0041417	13.804
28.620	-0.0042550	-0.00037309	0.0041355	13.784
28.640	0.0010540	-0.00040509	0.0041277	13.758
28.660	0.0058420	-0.00033613	0.0041203	13.733
28.680	0.0066570	-0.00021114	0.0041148	13.715
28.700	0.0053490	-9.1078e-05	0.0041118	13.705
28.720	0.0054110	1.6514e-05	0.0041110	13.702
28.740	0.0055050	0.00012568	0.0041124	13.707
28.760	0.0088790	0.00026952	0.0041164	13.720
28.780	0.010296	0.00046127	0.0041237	13.744
28.800	0.011366	0.00067788	0.0041351	13.782
28.820	0.0097520	0.00088906	0.0041508	13.835
28.840	0.0066700	0.0010533	0.0041702	13.899
28.860	0.0038860	0.0011588	0.0041923	13.973
28.880	0.00079500	0.0012057	0.0042160	14.052
28.900	-0.0014730	0.0011989	0.0042400	14.132
28.920	-0.0053770	0.0011304	0.0042633	14.210
28.940	-0.0073600	0.0010030	0.0042846	14.281
28.960	-0.0072730	0.00085668	0.0043032	14.343
28.980	-0.0059230	0.00072472	0.0043190	14.395
29.000	-0.0018170	0.00064732	0.0043328	14.441
29.020	0.0010150	0.00063930	0.0043456	14.484
29.040	0.0016640	0.00066609	0.0043587	14.528
29.060	-0.00087600	0.00067397	0.0043721	14.572
29.080	-0.0048320	0.00061689	0.0043850	14.615
29.100	-0.0076810	0.00049175	0.0043961	14.652
29.120	-0.0077440	0.00033750	0.0044044	14.680
29.140	-0.0053090	0.00020698	0.0044098	14.698
29.160	-0.0045570	0.00010832	0.0044130	14.709
29.180	-0.0032610	3.0135e-05	0.0044144	14.713
29.200	-0.0010440	-1.2916e-05	0.0044145	14.714
29.220	0.0012300	-1.1056e-05	0.0044143	14.713
29.240	0.0034840	3.6085e-05	0.0044145	14.714
29.260	0.0040950	0.00011188	0.0044160	14.719
29.280	0.0049460	0.00020229	0.0044192	14.729
29.300	0.0036180	0.00028792	0.0044241	14.746
29.320	0.0036050	0.00036015	0.0044305	14.767
29.340	0.0031300	0.00042751	0.0044384	14.793
29.360	0.0034180	0.00049299	0.0044476	14.824
29.380	0.0027510	0.00055467	0.0044581	14.859
29.400	-0.0011430	0.00057075	0.0044693	14.896
29.420	-0.0031860	0.00052746	0.0044803	14.933
29.440	-0.0058460	0.00043714	0.0044900	14.965
29.460	-0.0073530	0.00030516	0.0044974	14.990
29.480	-0.0075240	0.00015639	0.0045020	15.005
29.500	-0.0044670	3.6474e-05	0.0045039	15.011
29.520	-0.0011370	-1.9568e-05	0.0045041	15.012
29.540	0.0038140	7.2031e-06	0.0045040	15.012
29.560	0.0075100	0.00012043	0.0045053	15.016
29.580	0.010203	0.00029757	0.0045094	15.030
29.600	0.011809	0.00051769	0.0045176	15.057
29.620	0.012310	0.00075889	0.0045304	15.100
29.640	0.012179	0.0010038	0.0045480	15.158
29.660	0.010267	0.0012282	0.0045703	15.233
29.680	0.0085240	0.0014161	0.0045968	15.321
29.700	0.0079780	0.0015812	0.0046267	15.421
29.720	0.0075810	0.0017367	0.0046599	15.531
29.740	0.0062360	0.0018749	0.0046960	15.652
29.760	0.0032040	0.0019693	0.0047345	15.780
29.780	-0.0016290	0.0019851	0.0047740	15.912
29.800	-0.0062610	0.0019062	0.0048129	16.041
29.820	-0.0090180	0.0017534	0.0048495	16.163
29.840	-0.0075680	0.0015875	0.0048829	16.275
29.860	-0.0035730	0.0014761	0.0049136	16.377
29.880	-0.0010100	0.0014303	0.0049426	16.474
29.900	-0.0012530	0.0014076	0.0049710	16.568
29.920	-0.0018480	0.0013766	0.0049988	16.661
29.940	-0.0044170	0.0013140	0.0050258	16.751
29.960	-0.0056910	0.0012129	0.0050510	16.835
29.980	-0.0044080	0.0011119	0.0050743	16.913
30.000	-0.0034350	0.0010335	0.0050957	16.984
30.020	-0.0046640	0.00095250	0.0051156	17.050
30.040	-0.0043370	0.00086249	0.0051337	17.111
30.060	-0.0045880	0.00077324	0.0051501	17.165
30.080	-0.0059550	0.00066781	0.0051645	17.213
30.100	-0.0066680	0.00054158	0.0051766	17.254
30.120	-0.0090320	0.00038457	0.0051859	17.285
30.140	-0.0099320	0.00019495	0.0051917	17.304
30.160	-0.011430	-1.8678e-05	0.0051934	17.310
30.180	-0.012685	-0.00025983	0.0051906	17.300
30.200	-0.012129	-0.00050798	0.0051830	17.275
30.220	-0.010933	-0.00073858	0.0051705	17.233
30.240	-0.010564	-0.00095356	0.0051536	17.177
30.260	-0.010281	-0.0011620	0.0051324	17.106
30.280	-0.0072360	-0.0013372	0.0051074	17.023
30.300	-0.0027470	-0.0014370	0.0050797	16.931
30.320	0.0025080	-0.0014394	0.0050509	16.835
30.340	0.0067120	-0.0013472	0.0050230	16.742
30.360	0.0070830	-0.0012092	0.0049975	16.657
30.380	0.0057030	-0.0010814	0.0049746	16.580
30.400	0.0049810	-0.00097455	0.0049540	16.512
30.420	0.0041090	-0.00088365	0.0049354	16.450
30.440	0.0046700	-0.00079586	0.0049186	16.394
30.460	0.0065970	-0.00068320	0.0049038	16.344
30.480	0.0062480	-0.00055474	0.0048915	16.303
30.500	0.0047500	-0.00044476	0.0048815	16.270
30.520	0.0042730	-0.00035453	0.0048735	16.243
30.540	0.0042430	-0.00026937	0.0048672	16.222
30.560	0.0033000	-0.00019394	0.0048626	16.207
30.580	0.0028140	-0.00013280	0.0048593	16.196
30.600	0.0023440	-8.1218e-05	0.0048572	16.189
30.620	0.0019980	-3.7797e-05	0.0048560	16.185
30.640	0.0050430	3.2607e-05	0.0048560	16.185
30.660	0.0039360	0.00012240	0.0048575	16.190
30.680	0.0011780	0.00017354	0.0048605	16.200
30.700	-0.0015640	0.00016968	0.0048639	16.211
30.720	-0.0055090	9.8956e-05	0.0048666	16.220
30.740	-0.0072320	-2.8457e-05	0.0048673	16.223
30.760	-0.0072840	-0.00017362	0.0048653	16.216
30.780	-0.0050270	-0.00029673	0.0048606	16.200
30.800	-0.0019760	-0.00036676	0.0048539	16.178
30.820	-0.0016360	-0.00040288	0.0048462	16.152
